5,+2.957692e+006,+8.755074e-001,+1.260009e-001
10,+3.127832e+006,+5.888569e-001,+2.257717e-001
20,+6.594172e+006,+3.758254e-001,+1.789799e-001
30,+9.540519e+006,+2.894896e-001,+1.732736e-001
50,+1.714681e+007,+2.034374e-001,+1.387696e-001
75,+2.190815e+007,+1.569650e-001,+1.511504e-001
100,+3.049369e+007,+1.268310e-001,+1.303541e-001
250,+7.322337e+007,+4.820705e-002,+7.422680e-002
500,+1.127478e+008,+1.992655e-002,+4.496209e-002
1000,+2.513154e+008,+1.114937e-002,+3.332482e-002
