5,+1.901895e+006,+4.908180e-001,+1.780792e-001
10,+2.126386e+006,+3.303815e-001,+2.627557e-001
20,+4.529780e+006,+2.494605e-001,+2.204928e-001
30,+7.426035e+006,+1.752327e-001,+1.679281e-001
50,+1.104385e+007,+1.488047e-001,+1.720617e-001
75,+1.631946e+007,+1.077627e-001,+1.464049e-001
100,+2.149673e+007,+9.206627e-002,+1.381806e-001
250,+4.937295e+007,+4.018599e-002,+8.913059e-002
500,+8.505438e+007,+2.043975e-002,+6.376645e-002
1000,+1.382575e+008,+8.725822e-003,+3.808684e-002
