5,+1.077511e+006,+4.389465e-001,+2.940109e-001
10,+2.405482e+006,+3.457592e-001,+2.420870e-001
20,+4.748199e+006,+2.008446e-001,+1.846325e-001
30,+6.970837e+006,+1.851697e-001,+1.834385e-001
50,+1.095236e+007,+1.368795e-001,+1.680821e-001
75,+1.507695e+007,+1.067243e-001,+1.614120e-001
100,+2.043738e+007,+9.160590e-002,+1.451740e-001
250,+4.451429e+007,+4.266033e-002,+1.033750e-001
500,+8.127459e+007,+2.165424e-002,+6.971566e-002
1000,+1.527122e+008,+7.962627e-003,+3.193208e-002
